91,M,2,,,,,19,2.9,1,4,4,3.67,1.67,1.67,3,8,4,4,1
92,F,2,,550,680,,16,3.9,1,4,4,4,4,3,4,8,6,7,4
93,F,5,0,610,520,,15,3.62,4,2,,,,,,11,,,
96,F,5,,,,,,1.94,,0,,,,,,11,,,
97,F,5,,520,490,3.34,15,3.11,4,1,,,,,,6,,,
98,M,5,0,570,610,,,3.09,,3.33,,,,,,10,,,
99,M,2,,460,760,,18,3.13,1,4,4,3.67,2.33,2.67,1.67,6,6,7,4
100,M,5,,800,550,,24,3.28,4,2.33,0,0,,,,14,1,4,
101,F,5,0,650,600,,15,3.89,3,3,,,,,,11,,,
102,M,5,0,670,580,,,2.14,,3.33,2,0,,,,11,4,4,
103,F,5,1,,,,10,2.1,4,0,,,,,,8,,,
104,F,5,,550,610,,,2.81,,1.33,,,,,,8,,,
105,M,5,0,680,670,,18,3.57,3,3.67,,,,,,6,,,
106,F,4,1,610,670,4.65,19,3.67,4,3,,,,,,11,,,
107,M,5,,,,,,1.85,,0,,,,,,8,,,
108,M,5,,,,,,2.47,,0,,,,,,10,,,
109,M,5,,630,650,3.39,,0.94,,0,0,,,,,10,4,,
110,F,5,,,,,28,2.94,4,0,,,,,,8,,,
111,F,5,,510,470,,19,2.81,4,0,,,,,,11,,,
112,M,5,1,580,560,,19,2.3,3,0,,,,,,11,,,
113,M,5,0,500,660,3.77,15,3.6,1,4,4,3.67,1.67,4,3.67,11,4,4,1
114,M,5,,420,490,3.17,18,3.44,4,2.33,,,,,,11,,,
115,F,5,1,660,410,,19,3,4,0,,,,,,11,,,
116,M,5,,600,570,3.22,18,2.73,4,3,3.67,0,,,,8,4,4,
117,M,5,0,,,,49,3.74,4,0,,,,,,14,,,
118,F,5,1,490,460,,18,3,4,0,,,,,,10,,,
119,F,5,1,500,550,3.5,15,2.97,4,0,,,,,,10,,,
120,F,4,1,490,450,3.2,19,2.89,4,0,,,,,,11,,,
121,F,5,1,710,680,,15,3.29,2,1.67,2.33,,,,,8,6,,
122,M,5,,470,560,3.27,15,2.99,4,0,,,,,,10,,,
125,M,5,0,560,530,3.33,19,2.48,4,0,,,,,,6,,,
126,M,5,0,510,520,,15,2.88,4,1.33,,,,,,11,,,
127,M,5,,,,,,2.21,,2,,,,,,11,,,
128,F,5,1,530,570,,16,3.08,4,1,,,,,,14,,,
129,F,5,,650,720,,15,3.93,2,4,3.67,,,,,11,4,,
130,M,5,0,530,550,,47,2.18,4,1,,,,,,6,,,
131,F,5,1,560,540,3.39,15,3.13,4,1,,,,,,11,,,
132,M,5,0,570,590,,15,3.15,4,0,,,,,,14,,,
133,M,5,,,,,15,2.46,3,2,,,,,,8,,,
135,F,5,1,490,540,,20,2.46,4,0,,,,,,6,,,
136,F,5,0,600,570,3.56,15,3.43,4,0,,,,,,8,,,
137,M,5,,490,640,,15,3.71,4,4,,,,,,11,,,
138,M,5,0,500,570,,19,2.88,4,1,,,,,,10,,,
139,M,4,1,450,590,4.28,23,3.34,4,2.33,0,,,,,11,6,,
140,M,5,0,600,550,,15,2.9,4,2,0,,,,,6,6,,
141,F,4,,570,650,,15,3.59,4,4,,,,,,8,,,
142,M,5,0,500,510,3.47,16,2.58,4,0,,,,,,10,,,
145,F,5,,,,,10,3.83,1,4,4,4,4,3.67,4,11,4,4,1
146,F,2,,,,,15,3.28,4,0,,,,,,14,,,
147,M,1,0,460,570,,,1.62,,0,,,,,,8,,,
148,F,5,1,560,600,,,2.6,,1,,,,,,11,,,
149,M,5,0,560,510,,15,3.08,3,2,,,,,,11,,,
150,M,5,0,550,550,3.04,18,2.83,4,2.67,0,,,,,8,6,,
151,F,5,1,580,560,,,2.72,,0,,,,,,11,,,
152,M,3,,420,390,,15,3.04,1,4,2.67,2,3,2.67,2.33,11,6,4,1
154,F,5,0,610,710,,15,2.56,3,2,,,,,,11,,,
155,F,4,0,540,530,3.13,15,2.84,4,0,,,,,,8,,,
156,F,5,1,570,490,3.93,15,3.31,4,0,,,,,,8,,,
157,F,5,,630,650,3.7,26,3.35,4,4,,,,,,8,,,
158,F,2,,,,,16,2.64,4,2,,,,,,11,,,
159,F,5,0,420,540,3.27,,1.59,,0,,,,,,8,,,
161,M,5,1,670,630,2.87,26,2.3,4,0,,,,,,10,,,
162,M,5,0,550,590,3.89,19,3.26,4,3,2,1.67,0,,,11,4,4,1
163,F,5,1,660,730,,15,3.53,2,4,3.33,3.67,,0,,8,4,4,
164,F,5,,570,610,,19,2.93,2,3,2.33,,,,,11,1,,
165,M,5,0,,,,11,3.32,4,2.67,,,,,,6,,,
166,M,5,1,540,520,,15,3.56,4,2,,,,,,10,,,
167,M,5,0,520,570,,15,2.65,4,3.67,2.67,2.67,1.67,,,6,4,4,4
168,F,5,,,,,13,2.95,4,1.33,,,,,,8,,,
169,M,5,,560,550,,,3.19,,4,4,0,,,,14,4,4,
170,M,5,0,520,640,,,1.91,,2,,,,,,10,,,
171,M,5,0,,,,,1.88,,1,2,,,,,8,4,,
172,M,3,,370,410,,20,2.17,4,0,,,,,,8,,,
173,F,5,1,620,670,,15,3.55,2,3,3,,,,,11,4,,
174,F,2,1,400,550,,15,3.21,4,1.33,,,,,,11,,,
175,M,5,,510,720,,16,3.1,3,2.33,,,,,,11,,,
176,F,5,,480,610,,17,3.47,4,2.67,,,,,,11,,,
177,M,5,0,540,570,,15,2.62,4,2.33,,,,,,6,,,
178,M,5,,590,510,,14,2.89,3,2,,,,,,11,,,
179,F,5,,410,550,,,2.09,,0,,,,,,11,,,
180,M,5,1,600,580,,14,2.95,4,1,,,,,,8,,,
181,M,5,1,580,680,,21,3.13,4,0,,,,,,6,,,
182,M,5,,640,600,,11,2.4,3,3,,,,,,11,,,
183,M,5,1,480,440,2.63,40,2.66,4,0,,,,,,8,,,
184,M,5,0,580,610,,16,3.06,4,1,,,,,,11,,,
185,M,5,0,600,490,,15,3.09,4,0,,,,,,11,,,
187,M,4,,,,,12,2.72,4,0,,,,,,8,,,
188,F,5,,,,,,2.19,,0,,,,,,14,,,
189,M,5,,420,540,,13,3.35,4,2.67,,,,,,8,,,
190,M,5,,580,580,,18,2.84,4,0,,,,,,11,,,
191,M,5,0,510,600,,15,2.67,4,0,,,,,,6,,,
192,F,5,,,,,15,3.31,3,2.33,,,,,,11,,,
193,M,5,,480,510,2.31,20,2.56,1,1.67,3.67,3,4,3,2.33,8,4,4,1
194,F,1,,,,,9,2.5,3,2,,,,,,1,,,
195,M,5,1,570,540,,19,2.9,4,1,,,,,,1,,,
196,F,3,1,450,440,,19,2.43,4,1,,,,,,1,,,
197,F,5,1,,,,11,2.8,3,2.33,,,,,,11,,,
198,M,5,0,,,,14,2.37,4,0,,,,,,4,,,
199,F,5,1,610,500,2.72,19,2.64,4,3,,,,,,1,,,
200,F,5,0,380,470,2.9,15,2.57,4,0,,,,,,6,,,
201,F,5,,580,610,,11,3.71,4,4,,,,,,8,,,
202,M,5,,,,,,0.3,,0,,,,,,8,,,
203,M,3,,540,530,3.19,,3.26,,0,,,,,,8,,,
204,M,5,0,,,,,3.35,,0,,,,,,1,,,
205,F,5,0,580,500,3.71,12,3.15,4,1.67,2,,,,,1,4,,
206,M,5,,,,,,1.23,,1,0,,,,,6,1,,
207,F,5,,,,,,3.7,,4,,,,,,4,,,
208,F,3,0,410,520,,43,2.55,3,2,,,,,,11,,,
209,F,5,1,,,,,1.73,,0,,,,,,1,,,
210,M,2,,,,,11,3.48,4,4,,,,,,11,,,
211,M,2,,670,490,,13,2.75,4,1.67,,,,,,11,,,
212,M,2,0,550,640,3.19,15,3.6,4,3,,,,,,11,,,
213,M,5,,520,500,,34,2.61,3,0,,,,,,1,,,
214,F,5,0,620,630,3.7,15,3.28,2,3,,,,,,11,,,
215,M,5,,430,540,,,1.11,,0,,,,,,8,,,
216,M,5,,,,,35,3.61,4,3,,,,,,1,,,
217,M,5,0,630,680,3.1,,0.89,,1.67,,,,,,1,,,
218,F,5,0,,,,,3.06,,0,,,,,,1,,,
219,F,5,,,,,31,2.84,3,1,,,,,,8,,,
220,M,5,,620,650,3.44,,3.24,,3.67,,,,,,4,,,
221,F,2,,,,,,3.39,,0,,,,,,8,,,
222,M,4,,,,,,,,0,,,,,,8,,,
224,M,4,,440,460,2.89,,0.13,,0,,,,,,8,,,
225,F,5,1,520,590,,,3.73,,3.33,,,,,,8,,,
226,M,5,,720,620,,48,2.47,4,3,3.33,0,,,,6,4,4,
227,F,5,0,600,590,3.51,18,3.1,3,0,,,,,,1,,,
228,M,5,,,,,,1.85,,0,,,,,,1,,,
229,M,5,,,,,,2.71,,0,,,,,,1,,,
230,F,5,,,,,,1.91,,0,,,,,,8,,,
231,M,5,1,470,490,,18,2.66,3,0,,,,,,1,,,
232,M,5,,470,560,3.7,15,2.63,4,1.67,0,,,,,1,1,,
233,M,5,,,,,,1.94,,0,,,,,,6,,,
234,F,5,1,530,510,3.71,,2.75,,1.67,,,,,,1,,,
235,M,5,,,,,,0,,0,,,,,,8,,,
236,M,2,,,,,,1.24,,2,,,,,,11,,,
237,F,5,,490,530,,,3,,3,,,,,,1,,,
238,M,5,,490,640,,,2.31,,0,0,,,,,6,4,,
239,M,5,0,,,,,0.27,,0,,,,,,1,,,
240,M,5,,,,,,3,,2.33,,,,,,4,,,
241,M,2,,,,,,2.42,,0,,,,,,1,,,
242,M,5,0,560,550,2.57,15,3.3,4,2,,,,,,11,,,
243,M,3,,440,430,,,1.9,,0,,,,,,11,,,
244,F,3,,650,550,2.19,16,2.98,3,1,,,,,,6,,,
245,M,5,,650,710,3.95,15,3.85,1,4,4,3.33,4,3.67,4,6,1,7,1
246,M,5,,560,800,3.53,16,3.7,1,4,4,4,3.33,3.67,2,1,1,7,1
247,F,5,1,480,550,3.38,15,2.97,2,3.33,,,,,,6,,,
248,M,5,0,580,600,,16,3.49,4,2.67,,,,,,6,,,
249,F,5,0,480,720,,11,3.51,2,3.67,2.67,,,,,1,1,,
250,M,3,,690,760,,23,3.67,3,0,3,3.67,,,,8,4,5,
251,M,4,1,430,510,,20,2.74,4,0,,,,,,4,,,
252,F,5,,590,590,,15,2.66,4,1.67,,,,,,11,,,
253,M,5,,750,670,,30,3.58,3,3.67,,,,,,1,,,
254,F,5,,570,490,,19,3.11,4,2.33,,,,,,11,,,
255,M,5,,,,,,2.45,,3.67,,,,,,8,,,
257,F,5,,,,,20,3.67,3,2.67,,,,,,1,,,
258,M,5,0,620,580,,18,3.39,3,4,,,,,,8,,,
260,M,5,0,460,510,,15,2.55,4,2.33,,,,,,6,,,
261,M,5,1,570,630,3.42,,0.26,,0,,,,,,6,,,
262,F,5,,,,,30,2.99,3,0,,,,,,1,,,
264,F,5,0,520,500,,16,3.15,4,0,,,,,,4,,,
265,F,5,0,420,520,3.54,15,3.15,4,3.33,,,,,,4,,,
266,F,3,1,470,400,3.28,15,2.75,4,1.67,,,,,,11,,,
267,F,5,,,,,42,3.79,2,3.33,,,,,,8,,,
268,F,5,,480,580,3.08,18,2.75,3,2.67,,,,,,11,,,
269,M,5,,,,,,3.74,,3.33,,,,,,4,,,
270,M,5,0,570,560,3.6,15,2.51,3,2.33,0,,,,,8,1,,
271,M,5,1,520,580,3.39,,3.03,,3.67,4,3.33,2,4,2.33,6,1,4,5
272,F,5,,370,480,,,3.85,,0,,,,,,1,,,
273,F,5,1,530,590,3.69,15,3.42,3,3.33,2.67,3.33,,,,8,4,4,
274,F,5,0,510,620,3.84,15,2.99,2,1.67,,,,,,11,,,
275,M,5,,490,520,2.08,44,2.68,3,4,,,,,,1,,,
276,F,5,,,,,,3.84,,3.67,,,,,,8,,,
277,M,5,0,580,560,,18,2.25,4,2,1,,,,,8,4,,
278,F,4,,,,,,2.49,,0,,,,,,1,,,
279,M,5,1,470,520,2.97,17,3.36,3,3.67,2.33,2,,,,4,4,4,
280,M,5,0,640,620,2.92,19,3.2,4,2.33,,,,,,11,,,
281,M,5,,660,800,3.79,15,3.86,2,4,4,,,,,6,1,,
282,M,5,,560,550,,,2.07,,0,,,,,,8,,,
283,M,5,,,,,12,2.86,3,0,,,,,,4,,,
284,F,5,0,610,510,,,1.68,,0,,,,,,1,,,
285,F,5,1,,,,11,3.6,3,2.33,,,,,,11,,,
286,M,5,,,,,19,2.29,4,3.33,,,,,,1,,,
288,M,5,,,,,8,2.96,4,2.67,,,,,,4,,,
289,M,5,0,,,1.93,,2.17,,3.33,1.67,1,,,,1,4,4,
290,M,5,0,480,540,3.11,,2.09,,3,,,,,,1,,,
291,F,5,1,660,600,,,3.98,,0,,,,,,1,,,
292,F,5,1,440,400,2.68,,1.54,,1,,,,,,11,,,
293,M,5,1,610,670,4.07,15,3.22,4,2.33,3,,,,,8,1,,
294,M,5,1,,,,9,3.48,3,3.33,0,,,,,1,4,,
295,F,2,0,,,,10,3.34,3,4,,,,,,1,,,
296,F,5,1,510,490,,16,2.99,4,1,,,,,,1,,,
297,M,4,0,600,710,3.76,,0.7,,0,,,,,,8,,,
298,M,5,0,520,550,,15,3.13,3,2.33,,,,,,4,,,
299,F,5,0,,,,,0.47,,0,,,,,,8,,,
300,M,5,1,550,680,,16,3,4,0,,,,,,1,,,
301,F,5,0,620,680,3.64,15,3.19,2,3.33,,,,,,4,,,
302,F,5,0,430,510,,11,2.7,3,1,,,,,,1,,,
303,F,5,,530,630,3.59,15,3.37,2,3,,,,,,6,,,
304,M,5,,,,,10,2.75,1,3.67,3.67,3,1.67,0,1.67,4,1,7,1
305,M,5,1,490,510,,15,2.65,4,2.67,,,,,,1,,,
306,F,3,1,330,410,3.4,,2.78,,0,,,,,,6,,,
307,M,5,0,,,,22,2.23,4,4,3,2.33,,0,0,1,4,7,
308,F,5,,480,600,3.39,15,2.82,4,0,,,,,,8,,,
309,F,5,0,540,520,,,2.08,,0,,,,,,8,,,
310,M,3,,440,470,3,,2.6,,0,,,,,,8,,,
311,F,5,0,540,510,,7,3.06,4,2.67,,,,,,1,,,
312,F,5,1,450,480,,18,2.39,3,1.67,,,,,,11,,,
313,M,5,0,600,610,,11,2.82,3,2,,,,,,11,,,
314,F,5,1,,,,24,2.33,3,0,,,,,,8,,,
316,F,5,1,,,,,2.18,,1.67,,,,,,4,,,
317,M,5,0,470,460,,,1.67,,1.67,,,,,,8,,,
319,F,5,1,,,,10,3.73,4,3,,,,,,6,,,
321,M,2,,430,510,,,2.37,,0,,,,,,1,,,
322,M,5,0,550,550,,18,2.73,4,1.67,,,,,,4,,,
323,M,5,0,490,650,,18,3.06,4,3.33,,,,,,8,,,
324,F,5,1,570,660,3.8,15,3.33,2,4,,,,,,8,,,
325,F,5,0,600,680,3.98,15,3.57,2,4,,,,,,1,,,
326,F,5,,500,510,3.02,15,2.9,4,1.33,,,,,,6,,,
327,F,5,,,,,7,2.62,4,0,,,,,,1,,,
328,F,5,1,540,570,,15,2.74,4,1,,,,,,1,,,
329,M,5,0,600,530,3.41,,1.83,,2.67,3,2,,0,0,6,1,4,
330,F,5,,520,500,3.86,11,3.01,4,1.67,,,,,,11,,,
331,M,5,1,520,580,3.09,18,2.7,4,0,,,,,,4,,,
332,M,5,0,580,610,,,2.24,,0,,,,,,1,,,
333,M,5,,580,620,,,1.07,,3.67,0,,,,,4,4,,
334,M,5,0,590,600,2.82,15,3.04,2,3.67,,,,,,8,,,
335,M,5,0,610,620,3.1,19,2.69,1,4,2,2.67,2.67,2.33,1.33,1,4,4,5
336,M,5,0,,,,,0,,0,,,,,,8,,,
337,F,5,,660,650,2.52,,2.43,,4,,,,,,8,,,
338,M,5,,490,520,3.16,,2.55,,2.67,1,,,,,1,1,,
339,F,5,1,530,560,,,2.13,,0,,,,,,6,,,
340,F,2,,,,,8,3.36,4,2.67,,,,,,1,,,
341,M,2,1,,,,19,2.25,4,3.67,0,,,,,4,4,,
342,F,5,,620,580,,14,3.78,4,0,,,,,,8,,,
343,F,5,1,420,530,,19,2.95,4,1,,,,,,1,,,
344,M,3,0,530,510,3.52,,2.63,,2.33,1,,,,,8,1,,
345,M,5,,560,650,3.49,,3.75,,3.33,,,,,,8,,,
346,F,5,1,520,570,3.77,,2.96,,1.67,,,,,,4,,,
347,F,4,1,600,500,3.35,30,2.78,3,1,,,,,,1,,,
348,F,5,,,,,,2.61,,3.33,2,0,,,,6,1,4,
349,F,5,,570,590,,,1.62,,0,,,,,,11,,,
350,M,5,,580,570,3.09,15,2.89,4,0,,,,,,8,,,
351,F,5,0,670,690,,14,3.57,4,2.33,,,,,,8,,,
352,M,5,,530,600,2.82,,1.95,,2,0,,,,,1,1,,
354,M,2,1,,,,12,2.27,4,0,,,,,,8,,,
355,M,5,,530,500,,,1.7,,1.67,,,,,,1,,,
356,F,3,0,,,,,1.48,,2.67,,,,,,1,,,
357,M,4,,,,,,3.61,,4,4,2.67,,,0,1,1,4,
358,F,2,1,,,,14,2.18,3,0,,,,,,8,,,
359,M,5,1,580,700,3.99,15,3.75,3,3.67,,,,,,6,,,
360,F,5,0,580,660,3.85,15,3.03,3,4,,,,,,1,,,
361,M,5,0,450,610,,15,2.93,4,4,1.67,0,,,,4,4,4,
362,M,5,0,610,550,,11,2.87,3,2.67,,,,,,1,,,
363,M,2,,580,570,3.08,,1.73,,2.33,0,,,,,11,4,,
364,M,5,1,650,650,3.05,18,2.83,4,3.67,0,,,,,6,1,,
365,F,4,,,,,,1.47,,0,,,,,,11,,,
366,M,5,0,660,670,2.9,15,3.22,4,4,,,,,,4,,,
367,M,5,,720,680,2.73,,1.3,,2.67,0,,,,,1,1,,
369,M,2,0,500,570,3.17,,2.44,,2.67,2,1,,,,8,1,4,
370,M,5,,660,580,3.42,16,3.03,1,3.67,3,3.67,1.67,2.33,1.33,1,1,7,4
371,M,5,0,,,,10,2.28,2,4,1,0,,,,6,1,4,
372,M,5,1,550,530,,18,2.36,4,0,,,,,,1,,,
373,M,5,0,600,530,3.01,16,3.11,4,1,,,,,,1,,,
374,M,5,,620,580,3.31,15,3.47,4,4,2,,,,,1,4,,
376,F,4,,,,2.6,,3.02,,2.67,,,,,,1,,,
378,M,2,1,460,450,,,2.26,,0,,,,,,1,,,
381,M,5,,,,,,1.29,,0,,,,,,4,,,
382,M,5,0,620,650,,15,3.25,4,0,,,,,,11,,,
383,F,2,,800,700,3.86,15,3.49,3,4,3,4,,1.67,0,1,4,4,
384,F,5,,,,,,4,,4,,,,,,4,,,
385,M,2,,,,,11,2.38,4,0,,,,,,1,,,
386,M,5,,530,580,3.79,,3.1,,3.67,2,0,,,,4,4,5,
387,M,5,,410,550,2.39,19,2.65,4,0,,,,,,1,,,
388,M,5,1,580,530,2.99,,2.66,,3,,,,,,1,,,
389,M,2,,,,,,0,,0,,,,,,1,,,
390,M,5,1,,,,,2.71,,1,,,,,,1,,,
392,M,5,1,390,470,1.38,26,2.63,4,1,,,,,,14,,,
393,M,5,,570,610,3.48,15,2.85,3,4,4,2,,,,4,4,4,
394,F,3,0,360,330,,,,,0,,,,,,1,,,
395,M,5,0,580,740,3.88,15,3.26,2,4,2.33,3.67,,,,4,4,4,
396,M,5,0,650,620,3.31,,2.28,,2,,,,,,1,,,
397,F,2,,,,,10,3.14,1,4,3.67,3.67,2.33,2,2,1,4,4,4
398,F,5,,,,,,3.64,,3,0,,,,,1,4,,
399,M,5,,720,670,,15,3.96,4,4,3.67,,,,,11,4,,
400,F,5,1,,,,,0,,0,,,,,,14,,,
401,M,5,0,540,590,3.49,15,3.2,2,4,,,,,,14,,,
402,M,5,1,,,,,0.98,,2.33,2,1,,0,,11,4,4,
403,M,5,0,520,520,3.08,15,2.89,4,2.33,1.67,2.67,,,,1,4,4,
404,M,5,,490,520,,19,3.08,4,4,,,,,,4,,,
405,F,5,,,,,,2.06,,0,,,,,,4,,,
406,M,5,,570,650,3.06,15,3.56,4,0,,,,,,1,,,
407,M,2,,,,,,0,,0,,,,,,1,,,
408,M,2,,,,,,3.7,,3.67,,,,,,4,,,
409,F,5,0,,,,,1.25,,2.67,,,,,,1,,,
410,F,5,0,,,,12,2.28,3,1,,,,,,1,,,
411,M,5,,,,,,3,,3,,,,,,11,,,
412,F,5,,550,560,,15,3.14,4,0,,,,,,1,,,
413,F,5,1,,,,,2.67,,1.67,,,,,,11,,,
414,M,5,0,540,500,3.45,15,2.94,4,2,0,,,,,1,4,,
415,M,2,,,,,15,2.31,1,4,2,2,1.67,1,1.33,14,4,7,1
416,M,3,,400,510,,,1.78,,0,,,,,,11,,,
417,M,5,1,570,620,3.38,,2.55,,3,,,,,,1,,,
418,M,5,,550,610,2.29,,3.4,,3.67,,,,,,1,,,
419,M,5,0,450,600,3.54,15,3.54,2,2.67,,,,,,1,,,
420,M,4,0,560,620,3.45,20,2.45,4,1,,,,,,1,,,
421,F,5,,490,510,3.26,13,2.77,4,1,0,,,,,1,4,,
422,F,5,,,,,15,2.99,3,3.33,,,,,,14,,,
423,M,5,0,530,510,3.43,15,2.79,4,2.33,1,,,,,11,4,,
424,M,5,,,,,,0.88,,2,0,0,,,,1,4,4,
425,M,5,1,640,670,3.53,18,3.17,4,3,,,,,,11,,,
426,F,5,1,460,540,3.08,11,2.87,3,2.67,,,,,,11,,,
427,F,5,,,,,,3.03,,2.33,,,,,,4,,,
428,F,4,,,,,9,3.19,2,4,,,,,,1,,,
430,F,2,,,,,10,2.99,1,4,3.67,3.67,2.33,2,1.67,1,4,4,4
431,M,5,,510,620,3.26,19,3.19,4,2.33,,,,,,14,,,
432,M,5,,650,590,3,,0,,0,,,,,,1,,,
433,F,4,0,570,620,,10,3.23,3,2,,,,,,11,,,
434,M,5,,490,550,1.83,,1.1,,3.33,0,0,,,,1,4,7,
435,M,5,0,630,580,4.04,15,3.58,3,3.33,,,,,,11,,,
436,M,5,0,,,,15,3.92,3,4,,,,,,1,,,
437,M,5,0,630,570,3.27,,2.27,,1.67,2,2.33,,,,11,4,4,
438,M,5,,,,,,1.59,,0,,,,,,1,,,
439,M,5,,670,800,3.93,15,3.9,4,4,,,,,,1,,,
440,M,5,0,580,530,,,2.35,,1.67,0,,,,,11,4,,
441,M,5,,550,550,,11,2.9,3,2.67,,,,,,14,,,
442,M,5,0,560,580,,19,2.36,4,2,,,,,,11,,,
443,M,5,0,530,530,,15,3.32,3,2,,,,,,11,,,
444,F,5,0,580,640,4.01,15,3.32,,3,,,,,,1,,,
